time,E,weather type,temperature,visibility,air pressure,wind_speed,wind_angle,speed,payload,altitude,orientation_x,orientation_y,orientation_z,orientation_w,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
5,-9.22296165,2,20.7,16.1,1022,0.800000012,175,4,250,75,0.014300313,0.000229559,-0.998991728,0.042556383,-0.017289023,-0.012397502,0.002082918,0.004324922,0.006293554,0.006793559,-0.012456433,-0.325554658,-9.810408136
5.1,0,2,20.7,16.1,1022,0.800000012,177,4,250,75,0.014330476,0.000232455,-0.998990357,0.042577684,-0.016278204,-0.016359566,-0.000863048,0.005267047,0.00138389,0.000556574,-0.015418813,-0.31267094,-9.807351211
5.3,-7.602711606,2,20.7,16.1,1022,0.800000012,177,4,250,75,0.014326828,0.000264549,-0.998989522,0.042598665,-0.023336737,-0.013830942,-0.0031569,-0.006367679,-0.007016193,-0.011080091,-0.01973597,-0.301487409,-9.805860171
5.41,-6.653153122,2,20.7,16.1,1022,0.800000012,176,4,250,75,0.01431624,0.000243584,-0.998990536,0.042579241,-0.025151808,-0.016381698,-0.002687073,0.008322883,0.004306845,0.001729471,-0.01521822,-0.318391271,-9.808470953
5.6,-9.184647251,2,20.7,16.1,1022,0.800000012,179,4,250,75,0.014359945,0.000281544,-0.99899143,0.042543173,-0.021459482,-0.011468769,-0.003275714,-0.005768667,-0.004291795,-0.010575458,-0.016466676,-0.320426029,-9.809224074
5.71,-9.361876457,2,20.7,16.1,1022,0.800000012,180,4,250,75,0.014347293,0.000267749,-0.998992085,0.04253329,-0.023441441,-0.013851344,-0.002781385,0.008468188,0.002973306,0.010988724,-0.013241227,-0.323513907,-9.808931714
5.9,-7.257511368,2,20.7,16.1,1022,0.800000012,180,4,250,75,0.014381913,0.000276701,-0.998991907,0.042525232,-0.015794771,-0.01205715,-0.00057851,0.002914708,0.000964265,-0.003953078,-0.018564018,-0.313634232,-9.807557618
6,0,2,20.7,16.1,1022,0.800000012,180,4,250,75,0.014384927,0.000272484,-0.99899143,0.04253377,-0.018136274,-0.014025672,-0.000165774,0.006878263,0.002822667,0.007549202,-0.011933826,-0.326974033,-9.808519485
6.2,-3.812898284,2,20.7,16.1,1022,0.800000012,177,4,250,75,0.014395557,0.000265354,-0.99899137,0.042532478,-0.017867064,-0.015098421,0.001103943,0.007888405,-0.000315469,0.001191539,-0.019480469,-0.306309334,-9.806223283
6.3,-3.873643893,2,20.7,16.1,1022,0.800000012,177,4,250,75,0.014438598,0.000270158,-0.998990655,0.042535603,-0.014388484,-0.016353404,0.001132788,-0.0006018,-0.00139949,0.005208323,-0.014205826,-0.32520843,-9.809488369
6.5,-2.665575959,2,20.7,16.1,1022,0.800000012,176,4,250,75,0.01442519,0.000251251,-0.998991489,0.042519514,-0.018019881,-0.018533323,0.00178296,-0.007363828,-0.002552993,-0.011660121,-0.020583583,-0.301114101,-9.805743227
6.6,-5.41001583,2,20.7,16.1,1022,0.800000012,176,4,250,75,0.014429124,0.000243262,-0.998990536,0.042541537,-0.015293748,-0.021261218,-0.000316115,-0.003670495,-0.001829304,0.001128013,-0.017207712,-0.319585419,-9.809142798
6.8,-13.94436721,2,20.7,16.1,1022,0.800000012,175,4,250,75,0.01442806,0.000223416,-0.998990119,0.042551342,-0.018134283,-0.023783692,0.000271123,-0.002475101,-0.002366823,-0.010423192,-0.019643586,-0.300877928,-9.805398826
6.91,-17.00392536,2,20.7,16.1,1022,0.800000012,174,4,250,75,0.014432586,0.000238579,-0.998990059,0.042549875,-0.017598857,-0.015211196,0.001213105,-0.006920188,-0.000923091,-0.004850769,-0.018731293,-0.312437563,-9.807912544
7.1,-17.4706241,2,20.7,16.1,1022,0.800000012,174,4,250,75,0.014462173,0.000239494,-0.998990536,0.042529106,-0.01139377,-0.018667062,0.001595051,0.003851827,0.000549969,0.009019854,-0.017594437,-0.306816964,-9.806540787
7.2,-16.23950939,2,20.7,16.1,1022,0.899999976,172,4,250,75,0.014454896,0.000228263,-0.998990297,0.042538017,-0.015376605,-0.020784663,0.002405502,-0.011512867,-0.004387923,-0.009695713,-0.019522083,-0.303945926,-9.807796184
7.4,-19.72622117,2,20.7,16.1,1022,0.899999976,172,4,250,75,0.014449287,0.000217732,-0.998990357,0.042538371,-0.011548812,-0.019728649,0.002434276,-0.00403824,0.002996625,0.005436819,-0.015145497,-0.314208392,-9.807518442
7.5,-21.53174353,2,20.7,16.1,1022,0.899999976,169,4,250,75,0.014472957,0.000218488,-0.998989999,0.042539708,-0.014691159,-0.021966136,0.003130732,-0.006776333,-0.002793454,-0.010813133,-0.020308042,-0.300038816,-9.804841002
7.7,-36.29571764,2,20.7,16.1,1022,0.899999976,168,4,250,75,0.014446867,0.0001731,-0.998990297,0.042540357,-0.020245831,-0.029517206,0.003358324,-0.006802046,-0.00123968,-0.001397337,-0.014631876,-0.321425647,-9.808479724
7.8,-38.36193023,2,20.7,16.1,1022,0.899999976,171,4,250,75,0.014493154,0.000236782,-0.998990476,0.04252068,-0.008644798,-0.011376662,0.00293797,-0.000417764,0.001539675,-0.005180716,-0.018250951,-0.302545883,-9.806406886
8,-39.34365918,2,20.7,16.1,1022,0.899999976,170,4,250,75,0.014502406,0.000240974,-0.998990893,0.042508505,-0.014550538,-0.015726568,0.004257345,-0.007141133,-0.004211446,-0.008939598,-0.014386608,-0.325301839,-9.810232719
8.1,-36.5247039,2,20.7,16.1,1022,1,172,4,250,75,0.014518321,0.000250749,-0.998991132,0.042495955,-0.011073275,-0.010405222,0.002941757,0.004593291,0.001929199,-0.000523877,-0.016093614,-0.308762551,-9.80681853
8.3,-40.8190464,2,20.7,16.1,1022,1,172,4,250,75,0.014508009,0.000237684,-0.998989761,0.042531751,-0.015790183,-0.011716388,0.002521579,-0.006309081,-0.004319655,-0.013553392,-0.013856546,-0.325023512,-9.810085369
8.41,-36.19177771,2,20.7,16.1,1022,1,172,4,250,75,0.01451121,0.00021895,-0.998990238,0.042521287,-0.017222589,-0.01439323,0.002988374,0.008970793,0.004620709,0.007106659,-0.014631138,-0.318980378,-9.808014286
8.6,-45.82119435,2,20.7,16.1,1022,1,172,4,250,75,0.014515704,0.000216606,-0.998990417,0.04251333,-0.018353084,-0.018460356,0.003093793,-0.003551872,-0.005997207,-0.006656036,-0.016754983,-0.320779274,-9.809595373
8.7,-48.1462023,2,20.7,16.1,1022,1,172,4,250,75,0.014506677,0.000211715,-0.998990536,0.042515177,-0.019969843,-0.020994883,0.003557231,0.008690994,0.000636387,0.007791243,-0.013182304,-0.322839906,-9.809057429
8.91,-47.45904873,2,20.7,16.1,1022,1,172,4,250,75,0.014540443,0.000211941,-0.998990357,0.042507555,-0.015531832,-0.017049034,0.003477262,0.001734997,-0.000156288,-0.004458936,-0.018659591,-0.314953218,-9.808608947
9,-51.63855271,2,20.7,16.1,1022,1,174,4,250,75,0.014532841,0.000224153,-0.998990595,0.042504527,-0.017462256,-0.019299033,0.00396288,0.007817739,0.003520676,0.004779304,-0.013042169,-0.325988449,-9.809124087
9.2,-47.13271515,2,20.7,16.1,1022,0.899999976,177,4,250,75,0.014536694,0.000245854,-0.998991251,0.042486817,-0.015937736,-0.015202414,-0.000388319,0.006288155,0.003567781,0.000941272,-0.020278107,-0.307793229,-9.80718632
9.31,-47.69394276,2,20.7,16.1,1022,0.899999976,179,4,250,75,0.014553036,0.000265014,-0.998990774,0.042492144,-0.011503116,-0.009318676,-0.003828546,0.002630655,0.004786535,0.006462304,-0.01435078,-0.325575526,-9.810215178
9.5,-46.72513221,2,20.7,16.1,1022,0.899999976,179,4,250,75,0.01455406,0.000261977,-0.998991311,0.042479947,-0.014997304,-0.011472186,-0.003128112,-0.006249062,-0.003907037,-0.008756357,-0.020693856,-0.301642634,-9.806657147
9.61,-47.24779169,2,20.7,16.1,1022,0.899999976,180,4,250,75,0.014545457,0.000276911,-0.998991787,0.042472739,-0.013021869,-0.014045378,-0.001586073,0.000338034,0.001509013,0.002906404,-0.016244637,-0.322434767,-9.809637473
9.8,-52.21231426,2,20.7,16.1,1022,0.899999976,178,4,250,75,0.014591165,0.000274596,-0.998991847,0.042455234,-0.008412796,-0.014851418,-0.000547368,0.009533015,0.003252759,0.009252074,-0.020339763,-0.300399827,-9.805627452
9.9,-46.64325058,2,20.7,16.1,1022,0.899999976,179,4,250,75,0.014581455,0.00025632,-0.998991609,0.0424641,-0.012270541,-0.016775802,0.000179025,-0.006336253,-0.002556099,-0.002050385,-0.018073332,-0.31661909,-9.808936976
10.1,-51.74352424,2,20.7,16.1,1022,0.899999976,180,4,250,75,0.014610222,0.000282579,-0.998991609,0.042453989,-0.014771795,-0.016029723,0.000619759,0.006804563,0.003951723,0.007205838,-0.012730095,-0.325264783,-9.80892879
10.2,-50.17535098,2,20.7,16.1,1022,0.899999976,181,4,250,75,0.014594509,0.000281173,-0.998990893,0.042475119,-0.018670136,-0.018004052,0.001437344,-0.008071045,-0.003520445,-0.004224664,-0.019735748,-0.309469297,-9.80854112
10.4,-19.19214731,2,20.7,16.1,1022,0.899999976,182,4,250,75,0.014615935,0.000307044,-0.998990834,0.042470735,-0.009892289,-0.01250068,0.001060857,0.00432033,0.002020975,0.000385739,-0.016956051,-0.306938549,-9.806685798
10.51,-28.01792486,2,20.7,16.1,1022,0.899999976,182,4,250,75,0.014628038,0.0002916,-0.998990774,0.042467993,-0.015764783,-0.016677394,0.002558741,-0.00960399,-0.005752473,-0.011084745,-0.021364397,-0.303091428,-9.807525458
10.7,-32.89842636,2,20.7,16.1,1022,0.899999976,183,4,250,75,0.014612526,0.000286382,-0.998991013,0.042467464,-0.013694165,-0.016032981,0.000254621,-0.005053076,-0.000876161,0.004352604,-0.016694275,-0.31700274,-9.808641107
10.81,-28.81627714,2,20.7,16.1,1022,0.899999976,183,4,250,75,0.014644687,0.000292119,-0.998990536,0.042465683,-0.012110013,-0.01747535,0.003727185,-0.003009262,-0.002562586,-0.008427283,-0.019918709,-0.301941062,-9.805776556
11,-33.83066959,2,20.7,16.1,1022,0.899999976,186,4,250,75,0.014630928,0.000299465,-0.998989403,0.042498108,-0.01692182,-0.021573135,0.004839446,-0.007545595,-0.001022572,-0.004420576,-0.013717047,-0.323149333,-9.808907155
11.1,-34.13822113,2,20.7,16.1,1022,0.899999976,187,4,250,75,0.01463612,0.000299874,-0.998989701,0.042490128,-0.01651876,-0.01717674,-0.000753655,0.001912526,0.000407313,-0.001637278,-0.018765068,-0.303200808,-9.805529219
11.3,-34.75332422,2,20.7,16.1,1022,0.899999976,187,4,250,75,0.014637404,0.000340384,-0.998988211,0.042523801,-0.010652243,-0.012317048,-0.003627976,-0.009506915,-0.006008436,-0.010362948,-0.012128742,-0.325426531,-9.80924337
11.4,-30.38756667,2,20.7,16.1,1022,0.899999976,186,4,250,75,0.014628491,0.00032233,-0.998988807,0.042511828,-0.012044116,-0.014929101,-0.00330695,0.009608783,0.004651817,0.001504423,-0.016999476,-0.313199857,-9.806782277
11.61,-30.93982472,2,20.7,16.1,1022,0.899999976,187,4,250,75,0.014642462,0.000327169,-0.998988271,0.042521887,-0.014368224,-0.018551986,-0.004190277,-0.006004584,-0.003758822,-0.011152877,-0.014241741,-0.326175413,-9.81065138
11.7,-38.38243219,2,20.7,16.1,1022,0.899999976,187,4,250,75,0.014630106,0.00032277,-0.998988867,0.042511474,-0.015510595,-0.021030868,-0.003819391,0.010852166,0.004632576,0.006007482,-0.015856913,-0.321359939,-9.808557492
11.9,-43.90556335,2,20.7,16.1,1022,0.899999976,187,4,250,75,0.014661828,0.000316124,-0.998988271,0.042515088,-0.01115666,-0.022642774,-0.00143466,-0.002600154,-0.000607679,-0.003560413,-0.01846987,-0.318040731,-9.808921189
12,-49.19629988,2,20.7,16.1,1022,0.899999976,186,4,250,75,0.014662361,0.000332124,-0.998987734,0.042526763,-0.012576576,-0.024759375,-0.000982082,0.005643577,0.005646538,0.007256832,-0.014110747,-0.325363491,-9.810270141
12.2,-37.51946457,2,20.7,16.1,1022,0.899999976,187,4,250,75,0.014670406,0.000319257,-0.998987138,0.042537328,-0.016617922,-0.023413241,-0.00317209,-0.000892292,0.001986384,-0.001717518,-0.019955636,-0.309672524,-9.80865631
12.31,-35.33390442,2,20.7,16.1,1022,0.899999976,187,4,250,75,0.014653704,0.000350274,-0.998986661,0.042555209,-0.015235659,-0.013488825,-0.002217841,0.003958502,0.001073368,0.00746702,-0.014376791,-0.32717938,-9.809718164
12.5,-38.43834047,2,20.7,16.1,1022,0.899999976,187,4,250,75,0.014667637,0.000354571,-0.998986065,0.042562991,-0.019837423,-0.017989603,-0.001171141,0.007020782,0.00481745,0.006764506,-0.0216201,-0.303759418,-9.806869985
12.6,-64.54192029,2,20.7,16.1,1022,0.800000012,183,4,250,75,0.01468205,0.000376641,-0.998984873,0.04258588,-0.014222879,-0.016575309,-0.003453822,0.000140235,-0.005765511,0.002613388,-0.01765849,-0.3241715,-9.809113562
12.8,-81.2707219,2,20.7,16.1,1022,0.800000012,184,4,250,75,0.014694739,0.000380121,-0.998985767,0.04256203,-0.008889215,-0.019486389,-0.00166849,0.010184426,0.004464413,0.006614457,-0.020426321,-0.300278041,-9.806724975
12.9,-39.66066358,2,20.7,16.1,1022,0.800000012,184,4,250,75,0.014684911,0.000386753,-0.998985767,0.042563874,-0.012461021,-0.021249638,-0.000934463,-0.006221741,0.000131751,-0.002013774,-0.017832509,-0.31892366,-9.810542622
13.11,217.3051395,2,20.7,16.1,1022,0.800000012,184,4,250,75,0.014713641,0.00040975,-0.998985469,0.042561617,-0.01164346,-0.017343697,-0.000344187,0.010138013,0.003003254,0.010754889,-0.019395466,-0.301715122,-9.80704891
13.2,64.87603312,2,20.7,16.1,1022,0.699999988,182,4,250,75,0.014732473,0.000410668,-0.998986006,0.042541798,-0.016776576,-0.019036903,0.000360467,-0.012875457,-0.001517116,-0.010943819,-0.029979652,-0.33110542,-9.804810011
13.4,65.8814161,2,20.7,16.1,1022,0.699999988,182,4,250,75,0.014737665,0.000422168,-0.998984694,0.042570587,-0.008377042,-0.017390556,0.000701672,0.004411043,0.004980627,0.009015056,-0.016550164,-0.290989483,-9.808261623
13.5,63.58588741,2,20.7,16.1,1022,0.699999988,182,4,250,75,0.014740205,0.000418881,-0.998984277,0.042579971,-0.012136551,-0.01901228,0.001371625,-0.011806522,-0.005476738,-0.014359936,-0.019889733,-0.297170373,-9.80715416
13.7,64.5467205,2,20.7,16.1,1022,0.699999988,182,4,250,75,0.014744235,0.000406928,-0.998983264,0.042603243,-0.009449333,-0.014287085,-0.001696591,0.006819994,-0.001279319,0.004172878,-0.011845577,-0.313193096,-9.807845886
13.8,81.97108216,2,20.7,16.1,1022,0.699999988,179,4,250,75,0.014727049,0.00041692,-0.998982668,0.042622272,-0.012200789,-0.020823217,-0.001089383,-0.009897011,-0.008042563,-0.008078407,-0.028381889,-0.304871668,-9.805332168
14,108.940568,2,20.7,16.1,1022,0.699999988,178,4,250,75,0.014731708,0.000379559,-0.998982012,0.04263632,-0.016019411,-0.024717601,-4.00E-05,-0.00544096,-0.004715339,0.005615199,-0.017322561,-0.317494893,-9.80609406
14.1,121.2621604,2,20.7,16.1,1022,0.600000024,178,4,250,75,0.014744309,0.000398332,-0.998982191,0.042627867,-0.009119719,-0.010633806,-0.003428621,-0.009522441,-0.00456937,-0.009805844,-0.014944026,-0.298461018,-9.802364706
14.3,1596.149211,2,20.7,16.1,1022,0.600000024,178,4,250,75,0.014827102,0.000795162,-0.99898082,0.04262599,-0.007874788,-0.012353099,-0.000444403,0.001970968,-0.011732563,0.003074794,-0.002771038,-0.305526081,-9.812556403
14.4,176.5905476,2,20.7,16.1,1022,0.600000024,174,4,250,75,0.01474325,0.000666208,-0.998981118,0.042648826,-0.014138836,-0.011936929,-0.001619127,-0.022025511,-0.028219497,-0.019335382,-0.033814087,-0.272105132,-9.793173468
14.6,2652.270654,2,20.7,16.1,1022,0.600000024,173,4,250,75,0.014790307,0.000617727,-0.998981178,0.042632166,-0.008812441,-0.019263766,-0.002508292,0.014461549,0.022902343,-0.007108301,-0.032744894,-0.253516962,-9.801884649
14.71,917.6681607,2,20.7,16.1,1022,0.600000024,173,4,250,75,0.014786069,0.00081339,-0.998980999,0.042636715,-0.011280807,-0.017845422,-0.000143212,0.009604597,0.014730519,0.012378842,-0.010428539,-0.374018209,-9.806151363
14.9,57.96631173,2,20.7,16.1,1022,0.600000024,173,4,250,75,0.014897319,0.000691276,-0.99897939,0.04263648,-0.011265517,-0.017008478,-0.002314508,0.006625043,0.028565047,0.022218915,-0.019478871,-0.344108605,-9.795598893
15,52.19490799,2,20.7,16.1,1022,0.600000024,169,4,250,75,0.014859253,0.00066848,-0.998978734,0.042664986,-0.020159021,-0.017267519,-0.000676932,-0.056513403,-0.015264011,-0.006734778,-0.039947885,-0.21109163,-9.807215556
15.2,1582.31761,2,20.7,16.1,1022,0.600000024,169,4,250,75,0.014825358,0.000610957,-0.998979151,0.042667761,-0.011022965,-0.017717889,0.000167736,0.00985934,-0.00379637,-0.000209528,-0.011127076,-0.34034837,-9.805891162
15.3,2016.042075,2,20.7,16.1,1022,0.600000024,165,4,250,75,0.01473072,0.000784065,-0.998980105,0.042674936,-0.009043218,-0.017760057,-0.000461159,0.018435739,-0.005575527,0.006641555,-0.019520402,-0.343979345,-9.80617709
15.5,2948.990717,2,20.7,16.1,1022,0.699999988,164,4,250,75,0.014659789,0.000812679,-0.998981237,0.042673357,-0.015343958,-0.017989925,0.002061854,-0.017909326,-0.017859375,-0.006029015,-0.066330326,-0.29153194,-9.788344837
15.6,3375.951081,2,20.7,16.1,1022,0.699999988,162,4,250,75,0.014313176,0.000652487,-0.998984337,0.042721309,-0.015882547,-0.018965224,0.001816495,0.015247387,0.013877749,0.004681309,-0.064356817,-0.299703789,-9.783389906
15.8,4711.211594,2,20.7,16.1,1022,0.800000012,162,4,250,75,0.01257874,-0.000736562,-0.998998821,0.042926639,-0.006594042,-0.021432063,0.004984753,0.057039622,0.002636937,-0.025909558,0.004232502,-0.198580379,-9.816737162
15.91,5370.47617,2,20.7,16.1,1022,0.899999976,163,4,250,75,0.012398853,-0.001037829,-0.998998284,0.042985462,-0.009549113,-0.018441335,0.005605156,-0.020312367,-0.01858747,-0.017289042,0.150152067,-0.195941147,-9.893534492
16.11,6843.08077,2,20.7,16.1,1022,0.899999976,164,4,250,75,0.012327939,-0.004122517,-0.998988152,0.04305549,-0.009825323,-0.035993385,0.01205784,0.012949983,0.07515578,-0.028127028,-0.169369718,-0.340780808,-9.770347107
16.21,7554.127891,2,20.7,16.1,1022,0.899999976,164,4,250,75,0.012506642,-0.006616124,-0.998974621,0.043006156,-0.018430014,-0.036897756,0.019883947,-0.013915494,0.02823557,0.024439402,0.035638377,-0.251102007,-9.858031368
16.4,8965.547368,2,20.7,16.1,1022,0.899999976,164,4,250,75,0.010016337,-0.00853158,-0.998950839,0.043866277,-0.014261998,-0.034498842,0.025195344,-0.030634671,0.004991677,-0.003997581,0.130730887,-0.230462432,-9.917053163
16.51,9866.114414,2,20.7,16.1,1022,1,166,4,250,75,-0.005551579,-0.006395428,-0.998760879,0.04904256,-0.04452421,-0.016439283,0.150667254,-0.154813513,-0.147046626,-0.029077731,0.284335625,-0.252900446,-10.58238093
